,Unix Time,Microseconds,easting,northing,Heading (degrees)
17715,1722679406,623000,525696.3826036474,5681198.054539116,289.62778355435097
17716,1722679406,628000,525696.3826200685,5681198.054530923,289.6278612667255
17717,1722679406,633000,525696.3826372973,5681198.054525307,289.6278418386319
17718,1722679406,638000,525696.3826555384,5681198.054521497,289.62832754097286
17719,1722679406,643000,525696.3826744694,5681198.054519018,289.62842468144106
17720,1722679406,648000,525696.3826934248,5681198.054515707,289.6286772466584
17721,1722679406,653000,525696.382711634,5681198.054510991,289.62887152759475
17722,1722679406,658000,525696.3827293171,5681198.054503647,289.6289298118757
17723,1722679406,663000,525696.3822595653,5681198.052651191,289.6290269523439
17724,1722679406,668000,525696.3822729498,5681198.052627798,289.6291629489993
17725,1722679406,673000,525696.3822860889,5681198.052602931,289.62900752425026
17726,1722679406,678000,525696.38229973,5681198.052577918,289.6286578185648
17727,1722679406,683000,525696.3823143066,5681198.052552691,289.6284052533474
17728,1722679406,688000,525696.3823295946,5681198.052527667,289.6282886847856
17729,1722679406,693000,525696.3823331881,5681198.052522557,289.6284052533474
17730,1722679406,698000,525696.3823488421,5681198.052500111,289.6283858252538
17731,1722679406,703000,525696.3823648997,5681198.052480514,289.62842468144106
17732,1722679406,708000,525696.3823809873,5681198.052463972,289.62832754097286
17733,1722679406,713000,525696.3823969992,5681198.052450127,289.6285412500029
17734,1722679406,718000,525696.3824134006,5681198.052438408,289.6286772466584
17735,1722679406,723000,525696.3824295269,5681198.052426353,289.6288520995012
17736,1722679406,728000,525696.3824452973,5681198.052412537,289.6287355309393
17737,1722679406,733000,525696.3824599087,5681198.052395395,289.6287355309393
17738,1722679406,738000,525696.3824739638,5681198.052374698,289.62881324331386
17739,1722679406,743000,525696.382487634,5681198.052351321,289.62881324331386
17740,1722679406,748000,525696.3825009291,5681198.05232631,289.62852182190926
17741,1722679406,753000,525696.382514555,5681198.052301679,289.6284052533474
17742,1722679406,758000,525696.3825288726,5681198.052278544,289.62832754097286
17743,1722679406,763000,525696.3807359484,5681198.053929752,289.6272784239164
17744,1722679406,768000,525696.3807430482,5681198.053917841,289.62700643060543
17745,1722679406,773000,525696.3807501879,5681198.053907338,289.6267927215754
17746,1722679406,778000,525696.3807580479,5681198.053898637,289.6268315777627
17747,1722679406,783000,525696.3807658618,5681198.05389065,289.6270452867927
17748,1722679406,788000,525696.3807735723,5681198.0538834715,289.6273367081973
17749,1722679406,793000,525696.3807810959,5681198.053876536,289.62751156104
17750,1722679406,798000,525696.3807883728,5681198.053868938,289.62791955100647
17751,1722679406,803000,525696.3807956437,5681198.053860243,289.6279389791001
17752,1722679406,808000,525696.3808025703,5681198.053848891,289.6280749757556
17753,1722679406,813000,525696.3808091604,5681198.053834737,289.6280555476619
17754,1722679406,818000,525696.3808159205,5681198.053818522,289.6278806948192
17755,1722679406,823000,525696.3808228896,5681198.053801366,289.6278418386319
17756,1722679406,828000,525696.3808297926,5681198.053785159,289.627569845321
17757,1722679406,833000,525696.3808369265,5681198.053771043,289.6274727048528
17758,1722679406,838000,525696.3808446568,5681198.053759709,289.62751156104
17759,1722679406,843000,525696.3808531808,5681198.053750975,289.6273949924782
17760,1722679406,848000,525696.3808619513,5681198.053743841,289.6273949924782
17761,1722679406,853000,525696.3808706315,5681198.053737392,289.62758927341457
17762,1722679406,858000,525696.3808796301,5681198.053730603,289.62778355435097
17763,1722679406,863000,525696.3787044232,5681198.053537687,289.627997263381
17764,1722679406,868000,525696.3787023011,5681198.053526486,289.6279389791001
17765,1722679406,873000,525696.3786997657,5681198.053514878,289.627997263381
17766,1722679406,878000,525696.3786966925,5681198.053503097,289.62811383194287
17767,1722679406,883000,525696.3786930598,5681198.053490393,289.62813326003646
17768,1722679406,888000,525696.3786890382,5681198.053476815,289.6281526881301
17769,1722679406,893000,525696.3786845448,5681198.053461443,289.6280749757556
17770,1722679406,898000,525696.3786800065,5681198.053444565,289.6278029824446
17771,1722679406,903000,525696.3786759338,5681198.053427393,289.62778355435097
17772,1722679406,908000,525696.3786721802,5681198.053410466,289.6277252700701
17773,1722679406,913000,525696.3786690745,5681198.053395626,289.6274532767591
17774,1722679406,918000,525696.3786666745,5681198.053383032,289.6274532767591
17775,1722679406,923000,525696.3786648784,5681198.053372109,289.6277058419764
17776,1722679406,928000,525696.378663191,5681198.053362153,289.6277252700701
17777,1722679406,933000,525696.3786606026,5681198.053351384,289.62778355435097
17778,1722679406,938000,525696.3786572121,5681198.053339537,289.627997263381
17779,1722679406,943000,525696.3786528652,5681198.053325737,289.628269256692
17780,1722679406,948000,525696.3786477997,5681198.053309941,289.62821097241107
17781,1722679406,953000,525696.3786421929,5681198.053293301,289.6283858252538
17782,1722679406,958000,525696.3786363788,5681198.053275856,289.628482965722
17783,1722679406,963000,525696.377600983,5681198.05399557,289.627569845321
17784,1722679406,968000,525696.3775903347,5681198.053980097,289.6274727048528
17785,1722679406,973000,525696.3775795784,5681198.053964043,289.6272784239164
17786,1722679406,978000,525696.377569589,5681198.053947956,289.62751156104
17787,1722679406,983000,525696.3775602321,5681198.053931886,289.6277058419764
17788,1722679406,988000,525696.3775516509,5681198.053916848,289.6280555476619
17789,1722679406,993000,525696.3775435609,5681198.053903815,289.62821097241107
17790,1722679406,998000,525696.3775358188,5681198.0538925445,289.62842468144106
17791,1722679407,3000,525696.3775286197,5681198.053882697,289.6286578185648
17792,1722679407,8000,525696.3775212078,5681198.05387336,289.62881324331386
17793,1722679407,13000,525696.3775132528,5681198.053862781,289.6290269523439
17794,1722679407,18000,525696.3775049004,5681198.053851304,289.62900752425026
17795,1722679407,23000,525696.3774965612,5681198.053838609,289.6290269523439
17796,1722679407,28000,525696.3774882596,5681198.053825676,289.62887152759475
17797,1722679407,33000,525696.3774802302,5681198.053813651,289.62906580853115
17798,1722679407,38000,525696.3774728603,5681198.053802843,289.62887152759475
17799,1722679407,43000,525696.3774663444,5681198.0537933465,289.6289880961566
